pair_ID	sentence_A	sentence_B	entailment_label
731	The man with the dyed purple hat is operating a camera that makes videos	A man with a camera is studying the subject	NEUTRAL
732	A man with a camera is studying the subject	The man in the purple hat isn't operating a camera that makes videos	NEUTRAL
733	The man in the purple hat is operating a camera that makes videos	The subject is being studied by a man with a camera	NEUTRAL
734	The man in the purple hat is operating a camera that makes videos	There is no man with a camera studying the subject	NEUTRAL
735	The study subject is a camera man	The man in the purple hat is operating a camera that makes videos	NEUTRAL
736	The man in the purple hat is operating a camera that makes videos	A man with a camera is studying the subject	NEUTRAL
737	The bride and the groom are leaving after the marriage	The bride and the groom are leaving after the wedding	ENTAILMENT
738	The bride and the groom are arriving after the wedding	The bride and the groom are leaving after the wedding	NEUTRAL
739	The bride is leaving the groom after the wedding	The bride and the groom are leaving after the wedding	NEUTRAL
740	A married couple is walking down the aisle	A couple who have just got married are walking down the isle	ENTAILMENT
741	A married couple is walking up the aisle	A married couple is walking down the aisle	ENTAILMENT
742	A married couple is walking down the aisle	The priest is walking down the aisle to marry a couple	NEUTRAL
743	A couple who have just got married are walking down the isle	The bride and the groom are leaving after the wedding	ENTAILMENT
744	A married couple is walking up the aisle	The bride and the groom are leaving after the wedding	NEUTRAL
745	The priest is walking down the aisle to marry a couple	The bride and the groom are leaving after the wedding	NEUTRAL
746	The bride and the groom are leaving after the marriage	A married couple is walking down the aisle	NEUTRAL
747	The bride and the groom are arriving after the wedding	A married couple is walking down the aisle	NEUTRAL
748	A married couple is walking down the aisle	The bride is leaving the groom after the wedding	NEUTRAL
749	A married couple is walking down the aisle	The bride and the groom are leaving after the wedding	NEUTRAL
750	The students are filling the classroom	A classroom is full of students	ENTAILMENT
751	A classroom is full of students	A classroom is empty	CONTRADICTION
752	The presentation is being watched by a classroom of students	The presentation is being attended by a classroom of students	ENTAILMENT
753	The presentation isn't being watched by a classroom of students	The presentation is being watched by a classroom of students	CONTRADICTION
754	The presentation is being attended by a classroom of students	A classroom is full of students	NEUTRAL
755	The presentation isn't being watched by a classroom of students	A classroom is full of students	NEUTRAL
756	The presentation is being watched by a classroom of students	The students are filling the classroom	NEUTRAL
757	The presentation is being watched by a classroom of students	A classroom is empty	NEUTRAL
758	The presentation is being watched by a classroom of students	A classroom is full of students	ENTAILMENT
760	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	A boy at the bottom of a hill covered in snow is naked and is sitting on his knees	NEUTRAL
761	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow	NEUTRAL
762	The kid is happily sliding in the snow	The kid is sliding in the snow	ENTAILMENT
763	The kid is sliding in the snow	The kid is still in the snow	NEUTRAL
764	A snow slide is full of kids	The kid is sliding in the snow	NEUTRAL
765	The kid is happily sliding in the snow	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	NEUTRAL
766	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	The kid is still in the snow	ENTAILMENT
767	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	A snow slide is full of kids	NEUTRAL
769	The kid is sliding in the snow	A boy at the bottom of a hill covered in snow is naked and is sitting on his knees	NEUTRAL
770	The kid is sliding in the snow	A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow	NEUTRAL
771	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	The kid is sliding in the snow	NEUTRAL
772	A woman and a dog are peacefully sitting on a tree stump	A woman and a dog are sitting on a tree stump	ENTAILMENT
773	A woman and a dog are standing near a tree stump	A woman and a dog are sitting on a tree stump	NEUTRAL
774	A woman, who is old, is near a dog that has a white coat	A woman, who is old, is near a white dog	ENTAILMENT
775	A woman, who is old, is near a white dog	A woman, who is old, is far from a white dog	NEUTRAL
776	A woman, who is old, is near a dog that has a white coat	A woman and a dog are sitting on a tree stump	NEUTRAL
777	A woman, who is old, is far from a white dog	A woman and a dog are sitting on a tree stump	NEUTRAL
778	A woman, who is old, is near a white dog	A woman and a dog are peacefully sitting on a tree stump	NEUTRAL
779	A woman, who is old, is near a white dog	A woman and a dog are standing near a tree stump	NEUTRAL
780	A woman, who is old, is near a white dog	A woman and a dog are sitting on a tree stump	NEUTRAL
781	A dog is excitedly playing with water in a field	A dog is excitedly playing with water in the grass	ENTAILMENT
782	A dog is excitedly playing with water in the grass	There is no dog excitedly playing with water in the grass	CONTRADICTION
783	A man is watering the grass and excitedly playing with a dog	A dog is excitedly playing with water in the grass	NEUTRAL
784	The dog is biting some droplets of water	The dog is snapping at some droplets of water	ENTAILMENT
785	The dog is snapping at some droplets of water	The dog isn't snapping at some droplets of water	CONTRADICTION
786	The dog is snapping at some droplets of water	A snap is depicting some water falling in droplets on the dog	NEUTRAL
787	A dog is excitedly playing with water in the grass	The dog is biting some droplets of water	NEUTRAL
788	The dog isn't snapping at some droplets of water	A dog is excitedly playing with water in the grass	NEUTRAL
789	A dog is excitedly playing with water in the grass	A snap is depicting some water falling in droplets on the dog	NEUTRAL
790	A dog is excitedly playing with water in a field	The dog is snapping at some droplets of water	NEUTRAL
791	The dog is snapping at some droplets of water	There is no dog excitedly playing with water in the grass	NEUTRAL
792	A man is watering the grass and excitedly playing with a dog	The dog is snapping at some droplets of water	NEUTRAL
793	The dog is snapping at some droplets of water	A dog is excitedly playing with water in the grass	NEUTRAL
794	Two men are walking two dogs with golden coats in the snow	Two people are walking two dogs with golden coats in the snow	ENTAILMENT
795	Two people are walking two dogs with golden coats in the snow	Two people are in the snow holding two dogs with golden coats	NEUTRAL
796	Two people are in the snow, wearing clothes that provide camouflage	Some people are in the snow, wearing clothes that provide camouflage	ENTAILMENT
797	Nobody is in the snow wearing clothes that provide camouflage	Two people are in the snow, wearing clothes that provide camouflage	CONTRADICTION
